id,name,houseLink,pictureurl,area,road,year,totlefloor,floor,lfloors,size,room,hall,bath,totalprice,type,lands,blan,parking
30,內湖捷運角窗店霸,https://buy.yungching.com.tw/house/4570321,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtcBssgRZD_c1Ol3-B-jukbibLVIrGABfNFw01P__6EaCHSBPiNizN8qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,成功路四段,26.1,15.0,1 , 1,40.4,0.0,1.0,1.0,11800,店面,3.36,33.64,
31,中正濟南蘇活居,https://buy.yungching.com.tw/house/4570370,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCs2_FdedUp41TMEDFXJMdUG9sDa7WjJwUF1YvLICEdnfY6iJR8C4uboqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中正區,濟南路二段,19.2,10.0,6 , 6,17.4,1.0,1.0,1.0,1588,套房,3.24,9.47,
32,永泰皇御絕世名宅,https://buy.yungching.com.tw/house/4570523,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtJD_YJ7_tXUPuiFljkaRh9XrtppBMNWyFOdBn2vPMPAutftHFVs8xpqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,南港區,經貿二路,8.2,14.0,10 , 10,121.53,0.0,0.0,0.0,7988,住宅大樓,16.01,59.63,(含車位)
33,錦州街收租金店,https://buy.yungching.com.tw/house/4570717,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCs0daCZakS5A_v5qe3C4ql_NVBOjfBdxSs_eB10WZVouzwE6P_ZPqaZqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中山區,錦州街,17.5,14.0,1 , 1,11.99,0.0,2.0,0.0,1080,店面,,3.08,(含車位4.11坪)
34,大都會觀景辦公,https://buy.yungching.com.tw/house/4570811,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCv4v_8bOD0QWlwE0PrM6eYUK68d_iB4aEOLEAaXbYbwY6z2WKlYv-WZqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,行善路,12.2,6.0,3 , 3,105.26,0.0,0.0,0.0,4635,工廠,26.38,54.16,(含車位16.20坪)
35,新東京宅稀有大戶,https://buy.yungching.com.tw/house/4570933,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCur-Qgbb80vr6wX4GdchKxrqZ_fjQeGceUEz1TdO3yJa6rOPQzBND5ZqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中山區,南京東路二段,10.3,18.0,5 , 5,30.96,2.0,2.0,1.0,3380,住宅大樓,2.01,19.69,
36,採光通風佳不吵雜,https://buy.yungching.com.tw/house/4571049,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtGC3vEoOtceFaSTKJsG9vmxcQoiIPezs7HEYDz9PNuNbHXm4pGkxl0qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中山區,中山北路二段,5.1,9.0,6 , 6,36.85,2.0,1.0,1.0,2880,華廈,4.6,16.77,(含車位8.12坪)
37,雙併邊間復源新城,https://buy.yungching.com.tw/house/4571062,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvH2MOk-LM-p3r_LOW3NbKjUmuZ70V2jESfNSuyGn-7b0TuAYMB9Mx_qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,松山區,光復南路,27.6,6.0,6 , 6,51.79,4.0,2.0,2.0,4400,華廈,15.86,39.57,
38,公園環繞鄉林陽明,https://buy.yungching.com.tw/house/4571092,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvn0UVgNkpsMgV59CglTiKMERCHYF4i7pvbFs14XrQKxeGsfZ3s-K2OqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,士林區,基河路,10.9,15.0,2 , 2,89.27,4.0,2.0,3.5,7185,住宅大樓,15.16,49.56,(含車位11.87坪)
39,植物園實小採光居,https://buy.yungching.com.tw/house/4571527,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu67Brsny-OTzMpEtGkKgsRHugheo8bu3Rp206-o0RAVzNtroz0ubSDqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中正區,和平西路二段,42.0,5.0,5 , 5,43.67,4.0,2.0,3.0,2500,公寓,21.3,43.67,
40,捷運公園邊間景觀,https://buy.yungching.com.tw/house/4571554,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuFaL3NieLg6zOXnroCt4lAy5PYwfgG1eER0rQLK2j8D2whv6ZZ8EtSqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,南港區,成福路,31.8,5.0,5 , 5,34.43,3.0,2.0,1.0,1888,公寓,12.31,31.33,
41,中正路人車潮金店,https://buy.yungching.com.tw/house/4571596,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtYNDgL1aaP1UmZ3Qn8hMoMUjiE45QgD0hhFXiQqJhf0EyB7VCaQayJqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,士林區,中正路,44.5,4.0,1 , 1,25.43,0.0,1.0,1.0,6988,店面,9.15,25.44,
42,新明住三土地,https://buy.yungching.com.tw/house/4572050,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtRyFJv3GggrWghuwRfq5KO5uaCSnMSZhToqBmTIdBPuEQMhx03UCwCqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,,,1.0,1 , 1,34.49,0.0,0.0,0.0,3660,其他,36.6,34.49,
43,台北車站面寬店面,https://buy.yungching.com.tw/house/4572056,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCt65JkECxzxH1g2IgTgqzHU9eOtAGutGT_3AzUDpz5uq8i__ZPG6dRPqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中正區,漢口街一段,34.6,8.0,B1 , 1,115.19,0.0,2.0,2.0,20000,店面,16.14,95.86,
44,外雙溪稀有土地,https://buy.yungching.com.tw/house/4572183,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCv_yu3NoQrURUUDdQoldtlovaOeWZUc9WZ1piaUxVln-Dm4aATj9iM_qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,士林區,至善路三段,75.0,1.0,1 , 1,34.97,1.0,1.0,0.0,6600,其他,141.87,34.97,
45,附中露臺美妝三房,https://buy.yungching.com.tw/house/4572399,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsRWSMaWrmPzq3tPBacviarr2ZRn0gjR8sWfKyiv5RFMQYTP4gmKBcOqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,文山區,政大三街,4.2,5.0,2 , 2,43.18,3.0,2.0,2.0,2560,華廈,19.04,25.0,(含車位5.35坪)
46,寶興街超優質店面,https://buy.yungching.com.tw/house/4572784,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvBYxOT7KV4eQ8C969REAPoaRzO5HBkKQLGHJpeDoJYhGAqL15qPit2qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,萬華區,寶興街,42.3,5.0,B1 , 1,28.6,0.0,1.0,1.0,2500,店面,5.99,21.3,
47,信義區頂級辦公,https://buy.yungching.com.tw/house/4573149,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtvbELw9owvcvNJdPYN_ip9q2ZPjbrNv5Jc3E4TERwrzLPeq6qWAP40qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,信義區,基隆路一段,29.0,16.0,11 , 11,443.45,0.0,0.0,0.0,36721,辦公商業大樓,32.85,324.46,(含車位75.86坪)
48,永春面寬美店辦,https://buy.yungching.com.tw/house/4573358,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvBpLjmgCD9qyS9A_WgF90GDAnqICIqaz8rww9bRLn_scbJY3wxSo7OqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,信義區,虎林街,44.1,5.0,1 , 1,19.54,1.0,1.0,2.0,2538,公寓,4.48,19.54,
49,科技捷運一樓店辦,https://buy.yungching.com.tw/house/4574594,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCu7qqSJoNl-Oh9WXML65SnPFuzahOo3L-uQB9pxWvnydgGqMFlDoh7pqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQsZu2OGHf6on1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大安區,四維路,35.6,19.0,1 , 1,20.58,0.0,1.0,0.0,1888,店面,3.35,12.35,
50,稀有地段高規辦公,https://buy.yungching.com.tw/house/4575518,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuL-cygGVLbEXoPRIYWMcbsVYIQxWDSXZjU-fKaAv_peRQwUflUf0vUqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中山區,敬業一路,18.9,9.0,3 , 3,128.33,0.0,1.0,0.0,8880,辦公商業大樓,25.83,58.22,(含車位)
51,瑞安美寓邊間鼎家,https://buy.yungching.com.tw/house/4575751,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvkfsNqweWDjh2l6pmAkXft_fgADqrtK5EmrUf7tSkgiU9u8dV--vC5qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,大安區,復興南路二段,45.8,4.0,4 , 4,28.98,6.0,2.0,2.0,3088,公寓,10.51,28.98,
52,仁愛安和庭院金店,https://buy.yungching.com.tw/house/4576169,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvc5_QgH9l0u3jtGs7miDM89VYqAECxJLBX84oz_w50txMkEQe5g9pZqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大安區,仁愛路四段,43.7,12.0,1 , 1,43.38,0.0,4.0,2.0,11000,店面,5.21,28.15,
53,捷運人潮收租店面,https://buy.yungching.com.tw/house/4576217,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCsY3ZF5KdLQo3VGu9IKlOIlTccxrEFHXWvLPdmUqosFpH-gHFgMj6t_qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,成功路四段,25.9,8.0,1 , 1,40.76,0.0,0.0,1.0,7988,店面,5.43,33.38,
54,八德大面寬金店面,https://buy.yungching.com.tw/house/4576527,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvW4SQ4OXyi2XLCayzT-mN7iqqH4NpksG-U_uTHvyt67AMUvTQDkmSvqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQMQDLL6rbVXv1IwmTkNi-8egw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,松山區,八德路四段,31.9,9.0,B1 , 1,102.41,0.0,3.0,3.0,17500,店面,12.73,89.33,
55,華固百萬裝潢豪邸,https://buy.yungching.com.tw/house/4577009,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCux6g7I1HrFpbMtqdmHcbWbXdAYscPGSWgS0kbnx_jvhes6VQkQifpVqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,北投區,三合街一段,6.1,9.0,7 , 7,111.85,3.0,2.0,2.0,7880,華廈,17.37,55.6,(含車位24.50坪)
56,正民權東傳家透天,https://buy.yungching.com.tw/house/4577744,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCt8HleRy81g3QcPSrj7qXkKGJiClh9AiWIraxYypBdyGSKSj3kUFjwaqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,中山區,民權東路一段,52.8,4.0,1 , 4,149.68,4.0,4.0,3.0,39766,透天厝,33.53,149.68,
57,巨蛋文創逸仙美宅,https://buy.yungching.com.tw/house/4577835,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCuPx956e1W2C3P79KNjt5x26UtQM_fV4TiQsx5KkAKKchfDejyx_cibqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,松山區,八德路四段,30.3,6.0,6 , 6,13.7,1.0,1.0,1.0,1035,華廈,2.36,8.17,
58,夜市邊間稀有店面,https://buy.yungching.com.tw/house/4577941,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCupX_b4uypsceV76bLVNtXi7ZtootC5hnPr8MM9qALVO_wSLCkqYvqyqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,萬華區,梧州街,43.3,5.0,B1 , 1,44.27,0.0,2.0,1.0,2800,店面,5.38,22.58,
59,商業土地穩定租方,https://buy.yungching.com.tw/house/4578015,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvuaKuWOL4P3kCufugaiXCJkyT14Z8yoG_YAhkyQVLIzF9_Lw5apXO9qVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,中山區,新生北路二段,43.8,5.0,B1 , B1,37.85,0.0,1.0,1.0,1200,店面,6.01,37.85,
60,捷運出口角窗店霸,https://buy.yungching.com.tw/house/4578129,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCt0d6cJI0PoIQFbpaEiO4nhhKdHPsftXchxr0DN_p2-8kCGJCqfXBowqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,大安區,光復南路,49.7,6.0,1 , 1,48.05,5.0,3.0,2.0,9000,華廈,12.27,48.05,
61,電梯四房車看過來,https://buy.yungching.com.tw/house/4578506,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCtFePZZ5PmW_iEXunZEHUtRtiUQc23KHXKD7oggr8FyuGn7vIXdDT4mqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=480&height=0,士林區,天玉街,34.5,7.0,4 , 4,52.04,4.0,2.0,2.0,3480,華廈,9.38,41.48,(含車位)
62,松德高質感金店,https://buy.yungching.com.tw/house/4578981,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCvjQHUs7MDZViue7KcErdEUGAZv8SbzDsC14lGSSfvm_1Se__YuMnwHqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,信義區,松德路,29.4,12.0,1 , 1,16.68,0.0,1.0,1.0,3000,店面,2.26,11.78,(含車位2.43坪)
63,大直上城採光高樓,https://buy.yungching.com.tw/house/4579444,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCt_WrSmc-IX1_BB0Lvzp0NpdLNitanRe9M3NAVgY8Kc4HiK3IgD9FkuqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQvB8Vygy1X-C52Ppsu05QEugw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,堤頂大道二段,11.5,13.0,9 , 9,17.77,0.0,0.0,1.0,1060,辦公商業大樓,2.33,7.71,(含車位)
64,大直上城-景觀佳,https://buy.yungching.com.tw/house/4579461,https://fps.hfcdn.com/v1/image/?key=NF58Ko5oaCv6Q0MypxgTAvYkirerFCCMrlWkNDaueDdFRlYNqBK_mkbz4gXBqqelqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RKluDB4vs3XCba78wTuCNPINc3dOPPQMQruh-Gt23mTzaYgmqa__ngegw_kxkxkdM5Y2LgriectG9txh5JQn0mw&width=480&height=0,內湖區,堤頂大道二段,11.5,13.0,9 , 9,17.83,0.0,0.0,1.0,986,辦公商業大樓,2.33,7.72,(含車位)
